question,answer,logits,normalized_aliases
"In World War I, the troops of New Zealand and what other country were formed into a single Army Corps called ANZACs?"," Australia
","[[0.36296921968460083, 0.6370307803153992]]","['australie', 'orstraya', 'federal australia', 'australias', 'empire of australia', 'modern australia', 'asutralia', 'iso 3166 1 au', 'australien', 'australia country', 'australia federation', 'austraila', 'country life in australia', 'philosophy in australia', 'australlia', 'continental australia', 'pax australiana', 'austrlaia', 'australia dominion', 'australian woman s day', 'australia monarchy', 'australia', 'australian country life', 'united states of australia', 'mainland australia', 'australia commonwealth', 'austalia', 'australija', 'australocentric', 'peace of australia', 'australia realm', 'ostralia', 'australocentrist', 'australian geopolitics', 'australia nation', 'australia commonwealth realm', 'australian', 'australian city life', 'australia empire', 'austraya', 'australiia', 'geopolitics of australia', 'australo', 'technology in australia', 'ausrtalia', 'australai', 'australia nation state', 'science in australia', 'dominion of australia', 'commonwealth of australia', 'australia state', 'aussieland', 'australian mainland', 'australian s', 'imperial australia', 'austrailia', 'city life in australia', 'austrlia', 'commonwealth australia', 'straya', 'australocentrism', 'australia s', 'australia constitutional monarchy', 'etymology of australia', 'australian commonwealth', 'new australian']"
What type of creature is a Kentish Glory?,"18th century term for a woman
","[[0.28776779770851135, 0.7122321724891663]]","['moths', 'moth bites', 'heterocera', 'moth', 'miller bug']"
Which US actor was born Joe Yule Jr?,"1920s
","[[0.2120688110589981, 0.7879312038421631]]","['joseph yule', 'mick rooney', 'january chamberlin', 'rooneyesque', 'mickey rooney', 'carolyn mitchell', 'jan chamberlin', 'jan rooney', 'mickey roonie']"
"In early 2014, Prof. Maryam Mirzakhani achieved a unique and highly meritorious distinction. What subject does she teach at Stanford University?"," Mathematics
","[[0.5467381477355957, 0.4532618224620819]]","['matemathics', 'mathematics', 'mathematics and statistics', 'mathematics research', 'change mathematics', 'mathemetics', 'mathamatics', 'mathmetics', 'mathematical discipline', 'mathematically', 'math facts', 'mathemathics', 'math', 'matheamtics', 'mathematical', 'mathematical research', 'mathematic', 'mathematik', 'mathematicsandstatistics', 'mathématiques', 'methematics', 'mathmatics', 'maths']"
Who replaced Tommy Docherty as Manchester United's manager," Ron Atkinson
","[[0.30074557662010193, 0.6992543935775757]]","['dave sexton', 'david sexton']"
Who was the legendary enemy of the Sheriff of Nottingham?," Robin Hood
","[[0.4843800961971283, 0.5156199336051941]]","['robin hood', 'hood robin', 'robin hood ballads', 'robin hood disney character', 'robyn hode', 'robin hood cycle', 'robert hode', 'robin of locksley', 'robinhood', 'robert earl of huntingdon']"
"What name is given to a style of journalism that is written subjectively, often including the reporter as part of the story via a first-person narrative?","19th century
","[[0.22270014882087708, 0.7772998809814453]]","['gonzo fictional character', 'gonzo disambiguation', 'gonzo character', 'gonzo']"
Who composed the music for the films 'Gandhi' and Satyajit Ray's revered 'Apu Trilogy'?," Ravi Shankar
","[[0.4532618224620819, 0.5467381477355957]]","['ravi sankar', 'sue jones ravi shankar', 'pandit ravi shankar', 'রবি শংকর', 'ravi shankar musician', 'ravi shanker', 'shankar ravi', 'pandit ravi', 'ravi shankar', 'ravi shankur']"
"In cookery, which vegetable is the basis for 'Soubise Sauce'?","2 carrots, 1 onion
","[[0.2751297354698181, 0.7248703241348267]]","['kelly cartoonist', 'herbert kornfeld', 'abortionplex', 'jean teasdale', 'today now', 'onion com', 't herman zweibel', 'yu wan mei', 'peter k rosenthal', 'onion radio news', 'roger dudek', 'onion news', 'smoove b', 'theonion com', 't herman zwiebel', 'jim anchower', 'quint group', 'onion inc', 'don turnbee', 'larry groznic', 'onion', 'jackie harvey', 'onion threatened by bush administration', 'gorzo mighty', 'area man', 'herbert kornfeld character', 'america s finest news source', 'theonion']"
Which character fell asleep in The Catskills for 20 years?,"2000 Year Old Man
","[[0.25683197379112244, 0.7431679368019104]]","['rip van winkle', 'rip van winkel', 'rip wan winkle']"
In which natural valley is San Jose?," Santa Clara Valley
","[[0.5774953365325928, 0.42250463366508484]]","['santa clara panama', 'santa clara disambiguation', 'santa clara']"
From which opera does the Toreador Song come," Carmen
","[[0.49218809604644775, 0.5078118443489075]]","['carmen by george bizet', 'les tringles des sistres tintaient', 'carmen opera', 'carmen', 'escamillo']"
"Which 19th century gardener, architect and MP designed the Great Conservatory, a huge glasshouse, at Chatsworth House?"," William Andrews Nesfield
","[[0.44167301058769226, 0.5583270192146301]]","['sir joseph paxton', 'joseph paxton', 'paxt', 'paxton sir joseph']"
"Portuguese rule of which country ended in 1975, with the appointment of Samora Machel as its first president?"," Mozambique
","[[0.5195213556289673, 0.4804787039756775]]","['república de moçambique', 'victory day mozambique', 'mozambique s', 'mozambic', 'iso 3166 1 mz', 'mosambique', 'mozambik', 'mozambique', 'mocambique', 'health care in mozambique', 'republic of mozambique', 'administrative divisions of mozambique', 'mozambique africa', 'mozambaquie', 'mozambiquan', 'etymology of mozambique', 'moçambique']"
"What murderer lived at 10 Rillington Place, Notting Hill, London?"," John Christie
","[[0.3849121630191803, 0.6150878667831421]]","['john christie', 'john christie footballer', 'john christie disambiguation', 'christie john']"
"Which British Prime Minister, who was born in Portsmouth in March 1912, died on March 26th 2005 aged 92 ?"," Gordon Brown
","[[0.3812195658683777, 0.6187804341316223]]","['james callaghan 1912 2005', 'lord callaghan', 'james callaghan baron callaghan of cardiff', 'baron callaghan of cardiff', 'jim callaghan', 'lord callaghan of cardiff', 'james callaghan baron callaghan', 'leonard james callaghan baron callaghan of cardiff', 'lord james callaghan', 'james baron callaghan of cardiff callaghan', 'james callaghan', 'leonard james callaghan', 'premiership of james callaghan']"
Which year of the 20th century saw the British General Strike?,"1926
","[[0.3775406777858734, 0.622459352016449]]","['one thousand nine hundred and twenty six', '1926']"
Who supposedly fiddled while Rome burned (but actually didn't)?,"16th century Italian cardinal
","[[0.22270014882087708, 0.7772998809814453]]","['while rome burns', 'emperor nero caesar', 'nero augustus', 'marcus salvius otho nero caesar augustus', 'nero claudius caesar', 'nero claudius caesar augustus germanicus', 'nero claudius caesar drusus germanicus', 'neronian', 'marcus salvius otho nero', 'claudius nero', 'emperor nero', 'nero lucius domitius', 'nero', 'nero s', 'nero caesar', 'nero emperor', 'fiddling while rome burns']"
What was the middle name of the character 'Bob Collier' from the t.v. series 'The Likely Lads'?,"1940s
","[[0.19930799305438995, 0.8006919622421265]]","['scarboro', 'scarborough disambiguation', 'scarboro disambiguation', 'scarborough']"
"The Disney Brothers Cartoon Studio was set up on October 16 1923 by Walt Disney and his brother, what was his brothers' first name?"," Ub
","[[0.5078118443489075, 0.49218809604644775]]",['roy']
"Sometimes called a ‘Mercyseat’, what is the name of the small wooden shelf on the underside of a folding seat in a church?","18th
","[[0.11279541254043579, 0.8872045874595642]]","['misericord', 'misericords', 'misericorde']"
"""In """"Silence of the Lambs"""", what was the nickname of the killer that Hannibal Lecter helped to catch?"""," Red Rabbit
","[[0.4455295503139496, 0.5544704794883728]]","['william frederick 22buffalo bill 22 cody', 'buffalo bill', 'buffalo bill s wild west', 'buffalo bill s wild west show', 'bill cody', 'william f cody', 'wild west rocky mountain and prairie exhibition', 'buffalo bill cody s wild west show', 'william frank buffalo bill cody', 'william frederick cody', 'buffalo bill cody', 'william cody']"
What fruit is the main ingredient of Cumberland sauce?," Apple
","[[0.46101677417755127, 0.5389832258224487]]","['ribes vulgare', 'red current', 'raisin de mare', 'ribesium rubrum', 'redcurrants', 'redcurrant', 'grossularia rubra', 'ribes rubrum', 'ribes sylvestre']"
Which letter of the Greek alphabet is between Kappa and Mu?," Lambda
","[[0.6150878667831421, 0.3849121630191803]]","['lambda greek', 'λάμβδα', 'litra symbol', 'labda', 'lambda', 'lambda letter', '5clambda', 'λ']"
"When the Olympics was resurrected in modern times, with a Summer Olympics in 1896, where were the games held?"," Athens
","[[0.46101677417755127, 0.5389832258224487]]","['city of athens', 'athence', 'athens', 'gulf of athens', 'athenes', 'athēnai', 'atenás', 'athenian', 'αθήνα', 'atina greece', 'athína', 'municipality of athens', 'athenai', 'ἀθῆναι', 'athénes', 'athènes', 'athínai', 'modern athens', 'travel athens', 'athens municipality', 'athens modern diocese of', 'athina', 'agrae', 'greece athens', 'атина', 'capital of greece', 'un locode grath', 'athina greece', 'athenians', 'athens greece', 'grath']"
The olfactory organs are concerned with the sense of what?,"5
","[[0.5851011276245117, 0.4148988425731659]]","['smell', 'smells', 'smell disambiguation']"
Which pedestrian bridge in London connects the Tate Modern Art Gallery and St Paul's Cathedral?,"100 London Bridge Street
","[[0.24508501589298248, 0.7549149990081787]]","['millenium bridge', 'millennium bridge', 'millennium bridge disambiguation']"
"In the 1984 adventure film Romancing the Stone set in Columbia, what type of precious mineral is the stone?"," Emerald
","[[0.4765796959400177, 0.5234203934669495]]","['synthetic emerald', 'trapiche emerald', 'emerald', 'smaragdos', 'emeralds', 'emerald streak']"
By what one word name is Portuguese footballer Luis Carlos Almeida da Cunha known?,"10
","[[0.23370636999607086, 0.7662936449050903]]","['luís carlos almeida da cunha', 'luís cunha', 'nani footballer', 'luis cunha', 'luís almeida', 'luís nani', 'luis carlos almeida da cunha', 'luis almeida', 'luis nani', 'luís carlos almeida da cunha «nani»', 'nani']"
What is another name for the jawbone?," Mandible
","[[0.6584175229072571, 0.3415825068950653]]","['mandibula mammals', 'intramandibular joint', 'inferior maxillary', 'jawbone anatomy', 'lower jaw', 'inferior maxillary bone', 'lower maxilla', 'mandibular bone', 'lower mandible', 'mandibles', 'lower jawbone', 'dentary bone', 'mandibula', 'submaxilla', 'mandible anatomy', 'mandibular', 'mandibular bones', 'condylar process of mandible', 'mandible', 'dentary', 'inferior maxilla']"
"""Who wrote, often with Howard Greenfield, the songs """"Oh! Carol"""" (1959), """"Calendar Girl"""" (1960), """"Little Devil"""" (1961), """"Happy Birthday Sweet Sixteen"""" (1961), """"Breaking Up Is Hard to Do"""" (1962) and """"Next Door to an Angel"""" (1962)?"""," Barry Mann
","[[0.4532618224620819, 0.5467381477355957]]","['dara sedaka', 'sedaka', 'neil sedaka']"
Which mountain chain runs along the border between France and Spain?," Pyrenees
","[[0.5736784338951111, 0.4263215959072113]]","['high pyrenees', 'pirineos', 'pirineus', 'pyrénées', 'pyrenaei montes', 'pyreneans', 'pyranees', 'pyrenees mountains', 'pyrenees', 'pyreenes', 'pireneus', 'pyrenee mountains', 'pyrenaean', 'pyrénées mountains', 'pyrenées']"
In which British city is Anderston Railway Station?," Glasgow
","[[0.4532618224620819, 0.5467381477355957]]","['glasgow lanarkshire', 'un locode gbglw', 'west end of glasgow', 'glasgow scotland', 'city of glasgow scotland', 'glasgow', 'south side glasgow', 'glasgow united kingdom', 'glasgo', 'glasgow west end', 'glasgow city council area', 'glesca', 'glesga', 'east glasgow', 'glasgae', 'weather in glasgow', 'west end of glasgow glasgow united kingdom', 'glasgow district', 'glasgow uk', 'north glasgow', 'city of glasgow local government district strathclyde region', 'south glasgow', 'cathures', 'glasgow city', 'city of glasgow council area', 'glasweigan', 'glasgow s west end', 'glaswegians', 'west glasgow', 'city of glasgow', 'south east glasgow', 'east end glasgow', 'glaschu', 'glesgae', 'east end of glasgow']"
"Sodium bicarbonate consists of sodium, carbon, oxygen and which other element?","2
","[[0.3486451804637909, 0.6513549089431763]]","['h element', 'element i', 'element 1', 'molecular hydrogen', 'h₂', 'gaseous hydrogen', 'dihydrogen', 'hydrogen molecule', 'inflammable air', 'proteum', 'monatomic hydrogen', 'hydrogen position in periodic table', 'e949', 'compressed gaseous hydrogen', 'hydrogen', 'atomic number 1', 'history of hydrogen']"
In which country did the 'Boxer Rebellion' occur?," China
","[[0.44167301058769226, 0.5583270192146301]]","['中華', 'zhōngguó', 'peoples republic of china', 'chinese people s republic', 'territorial disputes of china', 'people s republic of china', 'zhongguo', 'china peking', 'proc', 'red china modern', 'land of china', 'people s republic of china mainland china', '中華人民共和國', 'zhonghuá rénmín gònghéguó', 'cihna', 'iso 3166 1 cn', 'modern day china', '中国', 'jhongguó', 'pr of c', 'socialist china', 'communist china modern', 'chinese pr', 'p r of china', '中华', 'nation of china', 'prchina', 'pr of china', 'state of china', 'chaina', 'prc china', 'china republic 1949', 'people s republic of china prc', 'people s republic or china', '中华人民共和国', 'china people s republic of', 'zhonghuarenmingongheguo', 'zhongguó', 'sinic', 'china prc', 'zhong guo', 'zhonghua renmin gongheguo', 'red chinese', 'pr china', 'china s', 'chung kuo', 'p r china', 'homes in china', 'p r c', 'china', 'zhonghua renmin gonghe guo', 'china pr', 'people s repuublic of china', '中國', 'china people s republic', 'zhōnghuá rénmín gònghéguó', 'chungkuo', 'prc', 'people republic of china']"
Felipe de Jesus Calderon Hinojosa became President of which country in December 2006?,"2006
","[[0.3775406777858734, 0.622459352016449]]","['mexican coast', 'united mexican states', 'mexican united states', 'mexxico', 'mexic', 'estados unidos de mexico', 'mexique', 'mountains of mexico', 'mehico', 'republic of mexico', 'mexican republic', 'sierra de la estrella', 'mexican', 'united states of mexico', 'central mexico', 'eum', 'estados unidos mexicanos', 'old mexico', 'etymology of mexico', 'iso 3166 1 mx', 'untied mexican states', 'messico', 'mexico country', 'mexiko', 'mexican union', 'meixcan', 'estados unidos de méxico', 'united states of mexicans', 'mexican federal republic', 'mejico', 'united state of mexico', 'méxico', 'mexico', 'mexicó', 'méjico']"
