question,answer,logits,normalized_aliases
What is the colour of the rose that is the historic symbol of the House of York?," Red
","[[0.3557748794555664, 0.6442250609397888]]","['color white', 'white political adjective', 'whitishness', 'rgb 255 255 255', '255 255 255', 'ffffff', 'whitishly', 'white colour', 'man on white horse', 'white', 'whiter', 'white finn', 'whitest']"
What is the art of decorating materials with marks resulting from the controlled application of a heated object?," Embossing
","[[0.5926666259765625, 0.4073334336280823]]","['pokerwork', 'pyrographies', 'pyrographers', 'poker work', 'pyragraphy', 'wood burning', 'pyrograph', 'pyrogravure', 'woodburning', 'pyrography']"
"Which religious order was founded by St. Robert, Abbot of Molesme, near Dijon in 1098?","11th
","[[0.36296921968460083, 0.6370307803153992]]","['cistercian monks', 'cistercian order', 'cistercian', 'cistercian rule', 'bernardine order', 'ocist', 'o cist', 'white monk', 'common observance', 'order of cîteaux', 'order of cistercians', 'cistercians', 'order of citeaux', 'cistercian monastery', 'gimey monks', 'cistercians of immaculate conception', 'cistercians abbey', 'cistercians in british isles', 'cistercian abbey', 'cistercian monk', 'white monks', 'congregation of st bernard', 'cisterian']"
Which team won the first Heineken Cup in 1996?,"15-12 to Toulouse
","[[0.25091278553009033, 0.7490872144699097]]","['toulousse', 'ville rose', 'toulouse of languedoc', 'toulouse fr', 'weather in toulouse', 'bonhoure radio tower', 'tolosa de llenguadoc', 'toulouse france', 'radio tower bonhoure', 'un locode frtls', 'tolouse', 'thoulouse', 'toulousain', 'tolosates', 'toulouse']"
What is the capital of Western Australia?,"1000000
","[[0.1710612028837204, 0.8289388418197632]]","['perth wa', 'perth w', 'perth', 'perth western australia', 'perth city australia', 'perth west australia', 'perht', 'climate of perth', 'perth au wa', 'perth cultural history', 'perth australia', 'un locode auper', 'boorloo', 'australia perth']"
What trophy is at stake when Australia play the West Indies at test cricket,"5-0
","[[0.2628418505191803, 0.7371581792831421]]",['worrell trophy']
What was Victoria Beckham's nickname when she was in the Spice Girls?,"10
","[[0.25683197379112244, 0.7431679368019104]]","['posh disambiguation', 'posh']"
"Banff National Park and Jasper National Park, which are connected by the Icefields Parkway, are in which Canadian province?"," Alberta
","[[0.42250463366508484, 0.5774953365325928]]","['ca ab', 'alberta transportation', 'province of alberta', 'alberta', 'alberta s', 'alberta canada', 'alberta province', 'albertan', 'albertans']"
What historic bicycle company introduced the children's Chopper bike in the 1970s?,"10 Speed
","[[0.2689414322376251, 0.7310585975646973]]","['raleigh north carolina', 'raleigh nc', 'downtown raleigh north carolina', 'citizens advisory council cac', 'raliegh north carolina', 'raliegh', 'capital of north carolina', 'magellan charter school', 'city of oaks', 'raleigh n c', 'city of raleigh', 'raliegh nc', 'un locode usrag', 'endeavor charter school', 'raleigh', 'capital boulevard', 'downtown raleigh']"
At which battle was Custer's last stand,"7th Cavalry
","[[0.28140559792518616, 0.7185943722724915]]","['little bighorn disambiguation', 'little bighorn', 'little big horn']"
The olfactory organs are concerned with the sense of what?,"5
","[[0.5851011276245117, 0.4148988425731659]]","['smell', 'smells', 'smell disambiguation']"
Who had a number one hit in July 2009 with 'Evacuate The Dancefloor'?,"2Cellos
","[[0.3849121630191803, 0.6150878667831421]]","['cascada remix album', 'remix album cascada album', 'cascada']"
"What is the wine-tasting term for the aroma, smell or bouquet of a wine?","1er nez
","[[0.4073334336280823, 0.5926666259765625]]","['nose', 'noses', 'schnoz', 'smeller', 'schnozzle', 'schnozz']"
"Which space shuttle, it touched down in July 2011, brought NASA's shuttle programme to an end?"," Atlantis
","[[0.3775406777858734, 0.622459352016449]]","['empire of atlantis', 'atlantis lost empire', 'atlantas', 'atlantis myth', 'ancient atlantis', 'lost city of atlantis', 'atlantis', 'atlantians', 'kingdom of atlantis', 'infula atlantis']"
A lachrymator is a substance that irritates which part of the body?," Eyes
","[[0.6076632142066956, 0.3923368752002716]]","['compound eyes', 'oculars', 'facet eyes', 'cyber eye', 'ommateum', 'peeper organ', 'eye balls', 'compound eye', 'simple eye', 'eye vertebrate', 'animal eyes', 'camera type eye', 'eye membrane', 'apposition eye', 'eyeball', 'eye', 'ommotidium', 'eyes', 'robotic eye', 'ocular globe', 'eye anatomy', 'pinhole eye', 'eye ball', 'conjunctival disorders', 'fly s eye lens', 'ocular', 'schizochroal eye', 'eye invertebrate']"
"The surname of which Wimbledon Champion can be formed using the chemical symbols for beryllium, carbon, potassium and erbium?","1984
","[[0.31742626428604126, 0.6825737357139587]]","['angela ermakova', 'boris becker']"
From which city did Radio Piccadilly broadcast,"1974
","[[0.2689414322376251, 0.7310585975646973]]","['manchester uk', 'manchester city england', 'manchester u k', 'england manchester', 'manchester borough', 'manchester england', 'metropolitan borough of manchester', 'mancs', 'manchester greater manchester', 'climate of manchester', 'machester', 'manchester', 'drizzlechester', 'manchester developments', 'weather in manchester', 'manchester united kingdom', 'un locode gbmnc', 'county borough of manchester', 'city of manchester']"
How many US Presidents have been assassinated by being shot?,"4
","[[0.314050555229187, 0.6859495043754578]]","['four', '4']"
Who released an album in 2013 called simply 'New'?,"2NE1
","[[0.5078118443489075, 0.49218809604644775]]","['mccartney paul', 'paul mccartney s solo career', 'apollo c vermouth', 'james paul mccartney', 'bernard webb', 'paul mcartney', 'wings lead singer', 'paul mc cartney', 'sir james paul mccartney', 'beatle paul', 'gladys jenkins', 'ballets to music of paul mccartney', 'sir james paul mccartney mbe', 'denis o bell', 'paul ramone', 'paul mccartny', 'sir paul mccartney', 'paul maccartney', 'paul ramon', 'paul mccartney', 'paul mccartney relationships and marriages']"
"Deriving from a Turkish word for a maidservant, what French name is given to a female slave in a harem?"," Odalisque
","[[0.562176525592804, 0.4378235340118408]]","['odalik', 'odalık', 'odalisque']"
"Guadalupe Island, in the Pacific Ocean, belongs to which country?"," Mexico
","[[0.36296921968460083, 0.6370307803153992]]","['mexican coast', 'united mexican states', 'mexican united states', 'mexxico', 'mexic', 'estados unidos de mexico', 'mexique', 'mountains of mexico', 'mehico', 'republic of mexico', 'mexican republic', 'sierra de la estrella', 'mexican', 'united states of mexico', 'central mexico', 'eum', 'estados unidos mexicanos', 'old mexico', 'etymology of mexico', 'iso 3166 1 mx', 'untied mexican states', 'messico', 'mexico country', 'mexiko', 'mexican union', 'meixcan', 'estados unidos de méxico', 'united states of mexicans', 'mexican federal republic', 'mejico', 'united state of mexico', 'méxico', 'mexico', 'mexicó', 'méjico']"
The South Ossetia war was fought between Russia and which other country?," Georgia
","[[0.3415825068950653, 0.6584175229072571]]","['goergia', 'georgia', 'georgia film', 'geordia', 'georgia state', 'georgia song', 'western georgia', 'georgia disambiguation']"
Evelyn Waugh's novel 'Black Mischief' was a satirical description of which 20th century Emperor?,"1936-1937 Emperor of Ethiopia
","[[0.2309197634458542, 0.7690802216529846]]","['haile selassie i', 'dejazmach tafari', 'ras tafari', 'rasta fari', 'heile selassie', 'honours of emperor haile selassie i', 'hail selassie of ethiopia', 'tafari makonnen woldemikael', 'rastafari messiah', 'halie selassie', 'haile sellassie i emperor of ethiopia', 'selassie', 'his imperial majesty emperor haile selassie i', 'ras tafari makonnen', 'emperor haile selassie i of ethiopia', 'haile sailasse', 'haile sellassie i', 'jah rastafarai', 'ras tafari mekonnen', 'hailay silasay', 'haile selassie', 'haile selassie of ethiopia', 'emperor haile selassie of ethiopia', 'emperor haile selassie i', 'king selassie i', 'tafari mekonenn', 'selassie i', 'haile selassie ist of ethiopia', 'haile selassie i of ethiopia', 'haille selassie', 'h i m haile selassie i of ethiopia', 'haile sellassie', 'hailie selassie', 'hailé selassié', 'tafari makonnen', 'ras taffari', 'haile sellassie i of ethiopia', 'emperor haile selassie']"
A pride is a group of what type of animal?," Lions
","[[0.5851011276245117, 0.4148988425731659]]","['lions mating', 'kalahari lion', 'sexual behavior of lions', 'lion', 'mating lions', 'reproductive behavior of lions', 'lion attack', 'lion cub', '🦁', 'mane lion', 'p leo', 'lion animal', 'african lion', 'panthera leo', 'lions', 'lion penis', 'lionesses', 'king of beasts', 'lion s penis', 'felis leo', 'african lions', 'man eating lions', 'mane of lion']"
Who was Marilyn Monroe's last husband,"1962
","[[0.2538609802722931, 0.7461389899253845]]","['timebends', 'agnes barley', 'arthur asher miller', 'arthur miller s', 'arthur miller', 'mary slattery']"
Patrick Duffy played which character in 'Dallas'?," Bobby Ewing
","[[0.4035668671131134, 0.596433162689209]]","['bobby james ewing', 'bobby ewing']"
"In which conflict did these three battles occur, Memphis, Antietam and Fredericksburg","1862
","[[0.314050555229187, 0.6859495043754578]]","['secession winter', 'civil war in united states', 'civil war states', 'conservative rebellion', 'american civil war', 'civil war usa', 'u s civil war', 'civil war united states', 'military history of confederate states', 'war of rebellion', 'civil war us', 'war of northern agression', 'late unpleasantness', 'upcountry unionist', 'civil war american', 'american sivil war', 'civil war of us', 'usa civil war', 'civil war u s', 'united states civil war', 'war between states', 'secession war', 'recent unpleasantness', 'war of states', 'secession war of', 'us civil war', 'american states secession war', 'civil war era', 'buchanan s war', 'civil war u s history', 'american secession war', 'civil war of united states']"
Who signs himself as Ebor?,"19th Earl of Derby
","[[0.3486451804637909, 0.6513549089431763]]","['ancient see of york', 'archdiocese of york', 'archbishop of york title', 'list of archbishops of york', 'archbishops of york', 'see of york', 'primate of england', 'archbishop of york', 'bishop of york', 'ebor archbishop of york', 'archbishopric of york', 'bishop of eboracum']"
Which Archbishop of Canterbury was captured by Viking raiders in 1011 and killed by them the following year after refusing to allow himself to be ransomed?,"10th
","[[0.2120688110589981, 0.7879312038421631]]",['lfheah']
"Situated on Mars, what is the name of the iargest volcano in the Solar System?"," Olympus Mons
","[[0.4378235340118408, 0.562176525592804]]","['olympus mons', 'mons olympus', 'nix olympica']"
What is the most malleable metal?," Gold
","[[0.3593641519546509, 0.6406359076499939]]","['gold poisoning', 'aurric', 'gold metal', 'flour gold', 'gold making', 'e175 e number', 'monatomic gold', 'gold', 'australium', 'au element', 'gold compounds', 'element 79', 'gold element', 'gold toxicity', '🜚', 'auric ion', 'gold mineral', 'gold consumption', 'native gold', 'auric compound', 'aurous', 'goldness', 'lode gold', 'gold lot', 'gold jewelry', 'use of gold', 'atomic number 79', 'aurate', 'element lxxix', 'gold compound']"
"""Which TV character had the catchphrase """"Listen very carefully; I shall say zis only once""""?""","007
","[[0.314050555229187, 0.6859495043754578]]","['mishell', 'michelle', 'michelle disambiguation']"
The Malvern Hills are located in which three English counties?,"3
","[[0.3557748794555664, 0.6442250609397888]]",['worcestershire herefordshire and gloucestershire']
"""If someone stands with their hands resting on their hips, they are said to be """"arms """" what?"""," Akimbo
","[[0.6150878667831421, 0.3849121630191803]]","['akimbo', 'hands on hips', 'akimbo arms', 'arms akimbo']"
Which country ended its combat role in Iraq on 1 June 2008 with the withdrawal of its 500 troops from Nasiriyah?," Spain
","[[0.3849121630191803, 0.6150878667831421]]","['australie', 'orstraya', 'federal australia', 'australias', 'empire of australia', 'modern australia', 'asutralia', 'iso 3166 1 au', 'australien', 'australia country', 'australia federation', 'austraila', 'country life in australia', 'philosophy in australia', 'australlia', 'continental australia', 'pax australiana', 'austrlaia', 'australia dominion', 'australian woman s day', 'australia monarchy', 'australia', 'australian country life', 'united states of australia', 'mainland australia', 'australia commonwealth', 'austalia', 'australija', 'australocentric', 'peace of australia', 'australia realm', 'ostralia', 'australocentrist', 'australian geopolitics', 'australia nation', 'australia commonwealth realm', 'australian', 'australian city life', 'australia empire', 'austraya', 'australiia', 'geopolitics of australia', 'australo', 'technology in australia', 'ausrtalia', 'australai', 'australia nation state', 'science in australia', 'dominion of australia', 'commonwealth of australia', 'australia state', 'aussieland', 'australian mainland', 'australian s', 'imperial australia', 'austrailia', 'city life in australia', 'austrlia', 'commonwealth australia', 'straya', 'australocentrism', 'australia s', 'australia constitutional monarchy', 'etymology of australia', 'australian commonwealth', 'new australian']"
